US1|4300000001
IL1|4300000001
CN4|4300000002
AB6|4300000002
US4|4300000003
UT5|4300000003
US4|4300000004
CO1|4300000004
US1|4300000005
CA1|4300000005
CN3|4300000006
ON6|4300000006
CN3|4300000007
BC7|4300000007
US4|4300000008
AZ4|4300000008
US5|4300000009
MN3|4300000009
CN2|4300000010
NB3|4300000010
CN4|4300000011
BC10|4300000011
US4|4300000012
NY4|4300000012
CN3|4300000013
ON8|4300000013
US2|4300000014
CA2|4300000014
CN2|4300000015
BC4|4300000015
US3|4300000016
IL1|4300000016
US1|4300000017
CO1|4300000017
CN2|4300000018
BC4|4300000018
US2|4300000019
NY2|4300000019
US1|4300000020
CA1|4300000020
US4|4300000021
VA4|4300000021
CN2|4300000022
ON4|4300000022
CN1|4300000023
BC1|4300000023
US1|4300000024
VA1|4300000024
CN3|4300000025
QC2|4300000025
US4|4300000026
TX1|4300000026
CN3|4300000027
BC7|4300000027
US2|4300000028
CO1|4300000028
US5|4300000029
IL1|4300000029
CN3|4300000030
BC7|4300000030
US5|4300000031
IL1|4300000031
CN2|4300000032
BC4|4300000032
US5|4300000033
FL1|4300000033
CN1|4300000034
QC1|4300000034
CN3|4300000035
ON6|4300000035
CN4|4300000036
BC10|4300000036
US1|4300000037
MI1|4300000037
US4|4300000038
AL3|4300000038
CN3|4300000039
BC6|4300000039
CN3|4300000040
QC3|4300000040
CN3|4300000041
ON7|4300000041
CN4|4300000042
QC3|4300000042
US2|4300000043
PA1|4300000043
CN3|4300000044
ON6|4300000044
US2|4300000045
IL1|4300000045
CN3|4300000046
QC2|4300000046
US3|4300000047
WA1|4300000047
CN3|4300000048
ON6|4300000048
US2|4300000049
CA3|4300000049
CN2|4300000050
BC5|4300000050
US3|4300000051
WI2|4300000051
US2|4300000052
IL1|4300000052
US3|4300000053
CA4|4300000053
US4|4300000054
CA5|4300000054
US4|4300000055
FL1|4300000055
US3|4300000056
NY3|4300000056
CN3|4300000057
BC8|4300000057
US3|4300000058
NC2|4300000058
US1|4300000059
TX1|4300000059
US1|4300000060
CA1|4300000060
US1|4300000061
CA1|4300000061
US5|4300000062
AZ5|4300000062
CN3|4300000063
BC6|4300000063
US5|4300000064
TX1|4300000064
CN4|4300000065
QC3|4300000065
CN3|4300000066
QC2|4300000066
US2|4300000067
IL1|4300000067
US1|4300000068
AZ1|4300000068
CN1|4300000069
QC1|4300000069
CN2|4300000070
BC5|4300000070
CN4|4300000071
ON10|4300000071
CN2|4300000072
BC5|4300000072
US2|4300000073
TX1|4300000073
US2|4300000074
FL1|4300000074
US4|4300000075
NY4|4300000075
US1|4300000076
AL1|4300000076
CN4|4300000077
QC3|4300000077
CN1|4300000078
BC3|4300000078
CN1|4300000079
AB2|4300000079
US3|4300000080
CA4|4300000080
US5|4300000081
CA6|4300000081
US1|4300000082
CO1|4300000082
CN1|4300000083
BC2|4300000083
CN4|4300000084
BC9|4300000084
CN4|4300000085
BC9|4300000085
CN2|4300000086
BC5|4300000086
US1|4300000087
NY1|4300000087
US2|4300000088
CA2|4300000088
CN4|4300000089
ON9|4300000089
US4|4300000090
CT2|4300000090
CN3|4300000091
ON6|4300000091
CN1|4300000092
QC1|4300000092
US3|4300000093
CA4|4300000093
US4|4300000094
NY4|4300000094
US5|4300000095
CA6|4300000095
US3|4300000096
NY3|4300000096
CN1|4300000097
BC1|4300000097
US2|4300000098
OH3|4300000098
CN4|4300000099
YT9|4300000099
US3|4300000100
CA4|4300000100
US5|4300000101
OH8|4300000101
US4|4300000102
IL1|4300000102
US1|4300000103
CA1|4300000103
CN4|4300000104
QC3|4300000104
US3|4300000105
TX1|4300000105
CN4|4300000106
QC3|4300000106
US5|4300000107
CA6|4300000107
CN3|4300000108
BC7|4300000108
US2|4300000109
FL1|4300000109
US2|4300000110
TN1|4300000110
CN3|4300000111
AB4|4300000111
US5|4300000112
CA6|4300000112
US3|4300000113
FL1|4300000113
US1|4300000114
NY1|4300000114
US4|4300000115
IL1|4300000115
US3|4300000116
NY3|4300000116
CN1|4300000117
BC2|4300000117
CN4|4300000118
NT8|4300000118
US4|4300000119
MO7|4300000119
CN4|4300000120
NF9|4300000120
US3|4300000121
CA4|4300000121
US3|4300000122
CA3|4300000122
CN4|4300000123
NS10|4300000123
CN4|4300000124
NT8|4300000124
CN2|4300000125
BC4|4300000125
US1|4300000126
MI1|4300000126
CN4|4300000127
ON10|4300000127
US1|4300000128
DC1|4300000128
CN3|4300000129
ON6|4300000129
CN2|4300000130
BC4|4300000130
US2|4300000131
NJ2|4300000131
US4|4300000132
AL3|4300000132
CN2|4300000133
BC3|4300000133
US4|4300000134
TX1|4300000134
US3|4300000135
TX1|4300000135
CN1|4300000136
BC1|4300000136
CN2|4300000137
ON4|4300000137
CN1|4300000138
QC1|4300000138
CN2|4300000139
ON3|4300000139
US3|4300000140
CA3|4300000140
US4|4300000141
TX1|4300000141
US5|4300000142
NY5|4300000142
US1|4300000143
CA1|4300000143
US3|4300000144
NJ4|4300000144
CN2|4300000145
QC2|4300000145
CN2|4300000146
BC4|4300000146
US5|4300000147
IA9|4300000147
US1|4300000148
IL1|4300000148
US3|4300000149
AZ3|4300000149
US2|4300000150
NY2|4300000150
CN4|4300000151
BC10|4300000151
CN4|4300000152
BC9|4300000152
US2|4300000153
NY2|4300000153
CN3|4300000154
BC6|4300000154
US5|4300000155
CA6|4300000155
US2|4300000156
WA1|4300000156
US3|4300000157
CA4|4300000157
US4|4300000158
WI3|4300000158
US2|4300000159
CA2|4300000159
CN3|4300000160
ON7|4300000160
US3|4300000161
CA4|4300000161
US4|4300000162
CA5|4300000162
CN3|4300000163
QC2|4300000163
US5|4300000164
NY5|4300000164
US1|4300000165
CA1|4300000165
CN4|4300000166
ON10|4300000166
US1|4300000167
NY1|4300000167
US1|4300000168
MT2|4300000168
CN2|4300000169
AB2|4300000169
US5|4300000170
AZ5|4300000170
US3|4300000171
CA3|4300000171
CN4|4300000172
ON10|4300000172
CN2|4300000173
ON5|4300000173
CN3|4300000174
BC7|4300000174
CN3|4300000175
BC7|4300000175
US3|4300000176
NY3|4300000176
US1|4300000177
OH2|4300000177
CN4|4300000178
BC8|4300000178
US5|4300000179
NV1|4300000179
US3|4300000180
OK4|4300000180
US4|4300000181
TN1|4300000181
US2|4300000182
NY2|4300000182
US2|4300000183
NY2|4300000183
US3|4300000184
NJ4|4300000184
US2|4300000185
AL2|4300000185
CN2|4300000186
BC5|4300000186
CN3|4300000187
BC6|4300000187
CN1|4300000188
BC1|4300000188
US1|4300000189
CO1|4300000189
US5|4300000190
CO1|4300000190
CN4|4300000191
AB5|4300000191
CN1|4300000192
ON2|4300000192
CN1|4300000193
QC1|4300000193
US2|4300000194
CA2|4300000194
US4|4300000195
CA5|4300000195
CN1|4300000196
BC1|4300000196
CN1|4300000197
